101	6.07756e+06	455129	4300
102	6.07756e+06	455159	4300
103	6.07756e+06	455189	4300
104	6.07756e+06	455219	4300
105	6.07756e+06	455249	4300
106	6.07756e+06	455279	4300
107	6.07756e+06	455309	4300
108	6.07756e+06	455339	4300
109	6.07761e+06	455144	4300
110	6.07761e+06	455174	4300
111	6.07761e+06	455204	4300
112	6.07761e+06	455234	4300
113	6.07761e+06	455264	4300
114	6.07761e+06	455294	4300
115	6.07761e+06	455324	4300
116	6.07761e+06	455354	4300
117	6.07766e+06	455129	4300
118	6.07766e+06	455159	4300
119	6.07766e+06	455189	4300
120	6.07766e+06	455219	4300
121	6.07766e+06	455249	4300
122	6.07766e+06	455279	4300
123	6.07766e+06	455309	4300
124	6.07766e+06	455339	4300
125	6.07771e+06	455144	4300
126	6.07771e+06	455174	4300
127	6.07771e+06	455204	4300
128	6.07771e+06	455234	4300
129	6.07771e+06	455264	4300
130	6.07771e+06	455294	4300
131	6.07771e+06	455324	4300
132	6.07771e+06	455354	4300
133	6.07776e+06	455129	4300
134	6.07776e+06	455159	4300
135	6.07776e+06	455189	4300
136	6.07776e+06	455219	4300
137	6.07776e+06	455249	4300
138	6.07776e+06	455279	4300
139	6.07776e+06	455309	4300
140	6.07776e+06	455339	4300
141	6.07782e+06	455144	4300
142	6.07782e+06	455174	4300
143	6.07782e+06	455204	4300
144	6.07782e+06	455234	4300
145	6.07782e+06	455264	4300
146	6.07782e+06	455294	4300
147	6.07782e+06	455324	4300
148	6.07782e+06	455354	4300
149	6.07787e+06	455129	4300
150	6.07787e+06	455159	4300
151	6.07787e+06	455189	4300
152	6.07787e+06	455219	4300
153	6.07787e+06	455249	4300
154	6.07787e+06	455279	4300
155	6.07787e+06	455309	4300
156	6.07787e+06	455339	4300
157	6.07792e+06	455144	4300
158	6.07792e+06	455174	4300
159	6.07792e+06	455204	4300
160	6.07792e+06	455234	4300
161	6.07792e+06	455264	4300
162	6.07792e+06	455294	4300
163	6.07792e+06	455324	4300
164	6.07792e+06	455354	4300
165	6.07797e+06	455129	4300
166	6.07797e+06	455159	4300
167	6.07797e+06	455189	4300
168	6.07797e+06	455219	4300
169	6.07797e+06	455249	4300
170	6.07797e+06	455279	4300
171	6.07797e+06	455309	4300
172	6.07797e+06	455339	4300
173	6.07802e+06	455144	4300
174	6.07802e+06	455174	4300
175	6.07802e+06	455204	4300
176	6.07802e+06	455234	4300
177	6.07802e+06	455264	4300
178	6.07802e+06	455294	4300
179	6.07802e+06	455324	4300
180	6.07802e+06	455354	4300
181	6.07808e+06	455129	4300
182	6.07808e+06	455159	4300
183	6.07808e+06	455189	4300
184	6.07808e+06	455219	4300
185	6.07808e+06	455249	4300
186	6.07808e+06	455279	4300
187	6.07808e+06	455309	4300
188	6.07808e+06	455339	4300
189	6.07813e+06	455144	4300
190	6.07813e+06	455174	4300
191	6.07813e+06	455204	4300
192	6.07813e+06	455234	4300
193	6.07813e+06	455264	4300
194	6.07813e+06	455294	4300
195	6.07813e+06	455324	4300
196	6.07813e+06	455354	4300
197	6.07818e+06	455129	4300
198	6.07818e+06	455159	4300
199	6.07818e+06	455189	4300
200	6.07818e+06	455219	4300
201	6.07818e+06	455249	4300
202	6.07818e+06	455279	4300
203	6.07818e+06	455309	4300
204	6.07818e+06	455339	4300
205	6.07823e+06	455144	4300
206	6.07823e+06	455174	4300
207	6.07823e+06	455204	4300
208	6.07823e+06	455234	4300
209	6.07823e+06	455264	4300
210	6.07823e+06	455294	4300
211	6.07823e+06	455324	4300
212	6.07823e+06	455354	4300
213	6.07828e+06	455129	4300
214	6.07828e+06	455159	4300
215	6.07828e+06	455189	4300
216	6.07828e+06	455219	4300
217	6.07828e+06	455249	4300
218	6.07828e+06	455279	4300
219	6.07828e+06	455309	4300
220	6.07828e+06	455339	4300
